NAME,GAIA_DESIG,RA,DEC,GLON,GLAT,SPEC_CLASS,SPEC_SIMBAD,COLOUR_SDSS,COLOUR_APASS,COLOUR_PS1,COLOUR_SKYM,PLX,PLX_ZP,e_PLX,M_G,G_GAIA,e_G_GAIA,BP_GAIA,e_BP_GAIA,RP_GAIA,e_RP_GAIA,PMRA_GAIA,e_PMRA_GAIA,PMDEC_GAIA,e_PMDEC_GAIA,RV_SDSS,e_RV_SDSS,RV_LAMOST,e_RV_LAMOST,TEFF,e_TEFF,LOG_G,e_LOG_G,LOG_Y,e_LOG_Y,PARAMS_REF,EB-V,e_EB-V,AV,FUV_GALEX,e_FUV_GALEX,NUV_GALEX,e_NUV_GALEX,V_APASS,e_V_APASS,B_APASS,e_B_APASS,g_APASS,e_g_APASS,r_APASS,e_r_APASS,i_APASS,e_i_APASS,u_SDSS,e_u_SDSS,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,I_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,u_VST,e_u_VST,g_VST,e_g_VST,r_VST,e_r_VST,I_VST,e_i_VST,z_VST,e_z_VST,u_SKYM,e_u_SKYM,v_SKYM,e_v_SKYM,g_SKYM,e_g_SKYM,r_SKYM,e_r_SKYM,i_SKYM,e_i_SKYM,z_SKYM,e_z_SKYM,g_PS1,e_g_PS1,r_PS1,e_r_PS1,i_PS1,e_i_PS1,z_PS1,e_z_PS1,y_PS1,e_y_PS1,J_2MASS,e_J_2MASS,H_2MASS,e_H_2MASS,K_2MASS,e_K_2MASS,Y_UKIDSS,e_Y_UKIDSS,J_UKIDSS,e_J_UKIDSS,H_UKIDSS,e_H_UKIDSS,K_UKIDSS,e_K_UKIDSS,Z_VISTA,e_Z_VISTA,Y_VISTA,e_Y_VISTA,J_VISTA,e_J_VISTA,H_VISTA,e_H_VISTA,Ks_VISTA,e_Ks_VISTA,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4
MCT0006-2320,Gaia EDR3 2337199672088826112,2.17536646478,-23.06837454015,53.35903097505,-79.51283061698,sdB,sdBHe0,,,,,0.2331,0.2302,0.0841,,17.0779,0.0029,16.9755,0.0059,17.3041,0.0119,0.1059,0.0897,-10.9448,0.0628,,,,,,,,,,,,0.017,0.001,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,16.90150,0.00231,,,,,17.80570,0.01688,,,,,,,,,,,,,16.9180,0.0060,17.3200,0.0040,17.6520,0.0060,17.9000,0.0090,18.0130,0.0150,,,,,,,,,,,,,,,,,17.5486,0.0153,17.5951,0.0238,,,17.6803,0.1248,,,,,,,,
PB5761,Gaia EDR3 2738907482247205376,2.18020136827,2.13128788553,101.87039364967,-58.98257413976,sdO,sdO,sd+MS,,sdO/B,,0.2807,0.2772,0.2576,,18.4334,0.0035,18.3496,0.0165,18.5344,0.0344,9.0969,0.2591,-5.0615,0.2189,,,,,,,,,,,,0.022,0.001,0.068,17.260,0.030,17.456,0.023,,,,,,,,,,,18.011,0.013,18.300,0.007,18.625,0.009,18.822,0.012,19.032,0.040,,,,,,,,,,,,,,,,,,,,,,,18.3540,0.0120,18.6510,0.0080,18.8480,0.0070,18.9680,0.0150,19.0250,0.0230,,,,,,,18.651,0.068,18.333,0.084,18.095,0.107,18.097,0.174,,,,,,,,,,,,,,,,,,
PG0006+120,Gaia EDR3 2766032919436757504,2.18909927233,12.28873939739,106.84304142735,-49.24507164240,sdB,sdB,sd+MS,sdO/B,sdO/B,,1.1550,1.1829,0.0489,4.9665,14.6017,0.0028,14.5086,0.0032,14.7676,0.0042,22.0965,0.0604,10.5679,0.0440,,,-70,5,33112,136,5.94,0.03,-2.17,0.02,2021ApJS..256...28L,0.071,0.003,0.220,14.062,0.007,14.311,0.005,14.637,0.033,14.513,0.027,14.464,0.017,14.798,0.039,15.117,0.108,14.315,0.004,14.394,0.004,14.746,0.005,15.060,0.006,15.340,0.006,,,,,,,,,,,,,,,,,,,,,,,14.4670,0.0050,14.8010,0.0040,15.0990,0.0020,15.3270,0.0040,15.4730,0.0050,15.022,0.047,15.198,0.138,15.193,0.157,14.965,0.004,15.028,0.005,15.085,0.007,15.202,0.016,,,,,,,,,,,15.290,0.047,15.393,0.136,12.647,,8.920,
SDSSJ000847.25-051217.1,Gaia EDR3 2444473386613639808,2.19691209684,-5.20473810118,96.17935493017,-65.83632751732,sdB,sdO,sd+MS,,sdO/B,,0.1514,0.1622,0.1077,,17.4788,0.0029,17.4497,0.0110,17.4883,0.0123,7.3634,0.1074,-2.3026,0.0727,20,6,,,,,,,,,,0.025,0.000,0.078,16.329,0.024,16.738,0.016,,,,,,,,,,,17.279,0.009,17.386,0.005,17.653,0.006,17.807,0.008,17.896,0.018,,,,,,,,,,,,,,,,,,,,,,,17.4120,0.0050,17.6660,0.0050,17.8220,0.0060,17.9190,0.0080,17.9400,0.0170,,,,,,,,,,,,,,,,,,,17.3163,0.0168,17.1274,0.0252,16.9557,0.0510,,,,,,,,
MCT0007-2212,Gaia EDR3 2340386610838189952,2.44128192775,-21.93710511873,59.39754859357,-79.20037563193,sdB,sdBHe0,,,,,0.8419,0.8659,0.0571,4.7008,15.0135,0.0029,14.8663,0.0039,15.2946,0.0048,-0.0208,0.0503,7.8875,0.0387,,,,,28964,500,5.68,0.05,-4.00,0.00,2005A&A...430..223L,0.017,0.000,0.054,,,,,15.035,0.025,14.803,0.037,14.797,0.008,15.302,0.011,15.554,0.055,,,,,,,,,,,,,14.83200,0.00087,,,18.84850,0.01129,,,,,,,,,,,,,,,14.8580,0.0040,15.2420,0.0020,15.6200,0.0100,15.9050,0.0007,16.0830,0.0080,15.752,0.057,15.825,0.143,15.503,0.184,,,,,,,,,,,15.5570,0.0044,15.6958,0.0052,,,15.8569,0.0241,15.936,0.068,16.289,,12.832,,9.020,
FB3,Gaia EDR3 2335246080444203520,2.52884875360,-26.21563816380,36.23885183430,-80.72632156858,sdO,sdO9.5VII:He37,,sdO/B,sdO/B,,1.5578,1.5983,0.0532,3.8074,12.7891,0.0028,12.7186,0.0035,12.8781,0.0038,-1.4555,0.0527,7.7703,0.0390,,,,,43790,1226,6.03,0.27,0.69,0.29,2021MNRAS.501..623J,0.015,0.000,0.045,12.520,0.004,12.733,0.003,12.864,0.017,12.776,0.026,12.727,0.008,13.004,0.009,13.200,0.026,,,,,,,,,,,12.11230,0.00061,12.69120,0.00033,13.02460,0.00041,13.19700,0.00059,13.33990,0.00102,,,,,,,,,,,,,12.8580,0.0010,13.4060,,13.4250,,13.3870,0.0050,13.4600,0.0070,12.818,0.027,12.566,0.021,12.545,0.023,,,,,,,,,,,12.8685,0.0013,12.7960,0.0011,,,12.6058,0.0024,12.571,0.023,12.646,0.027,12.530,,8.623,
PG0007+026,Gaia EDR3 2740514903824114944,2.53659908155,2.87567066804,102.96830399080,-58.38651483239,sd,sd,sdB,sdO/B,sdO/B,,0.6101,0.6218,0.0648,5.0368,16.0684,0.0029,15.9404,0.0034,16.3223,0.0057,0.2671,0.0734,-5.0042,0.0566,,,,,,,,,,,,0.024,0.001,0.073,14.909,0.016,15.247,0.011,16.078,0.044,15.955,0.073,15.866,0.012,16.276,0.064,,,15.629,0.005,15.813,0.004,16.312,0.004,16.634,0.005,16.918,0.012,,,,,,,,,,,,,,,,,,,,,,,15.9020,0.0060,16.3160,0.0040,16.6620,0.0040,16.9100,0.0030,17.0980,0.0080,16.678,0.151,16.745,,17.391,,16.655,0.009,16.701,0.012,16.761,0.031,16.976,0.053,,,,,,,,,,,17.046,0.164,16.324,,12.477,,8.939,
LAMOSTJ001031.37+200027.5,Gaia EDR3 2798503868626695552,2.63074458931,20.00762956224,109.99082423772,-41.83369868562,sdOB,M9,sdB,,,,0.2412,0.3065,0.0459,-0.9733,11.5945,0.0028,11.4964,0.0029,11.7766,0.0038,-2.2530,0.0450,-4.3950,0.0480,,,,,35835,126,5.17,0.04,-1.20,0.04,2021ApJS..256...28L,0.028,0.001,0.085,,,,,,,,,,,,,,,12.064,0.002,11.536,0.001,11.928,0.001,12.197,0.001,13.265,0.007,,,,,,,,,,,,,,,,,,,,,,,11.4820,,11.8540,,12.1260,,12.3710,,12.4872,0.0064,12.032,0.029,12.088,0.030,12.185,0.020,,,,,,,,,,,,,,,,,,,12.219,0.023,12.275,0.024,11.706,,8.655,
JL163,Gaia EDR3 4973633602637782656,2.63845596670,-50.25673972690,318.86411040271,-65.58789848528,sdB,sdB:,,,,sdB,2.2414,2.2756,0.0322,4.7034,12.9179,0.0028,12.7854,0.0029,13.1960,0.0038,5.1614,0.0210,7.9283,0.0276,,,,,,,,,,,,0.015,0.001,0.047,,,,,12.980,0.038,12.740,0.025,12.735,0.013,13.187,0.026,13.483,0.064,,,,,,,,,,,,,,,,,,,,,12.5280,0.0110,12.5870,0.0140,12.7900,0.0090,13.1410,0.0040,13.5790,0.0040,13.8790,0.0130,,,,,,,,,,,13.581,0.029,13.761,0.043,13.828,0.049,,,,,,,,,,,,,13.5747,0.0015,13.7262,0.0023,13.7685,0.0038,13.821,0.027,13.907,0.042,12.894,,9.012,
LAMOSTJ001052.44+263000.8,Gaia EDR3 2850670743266825600,2.71848276374,26.50019870617,111.77316100049,-35.49107409564,sdB,,sdB,,sdO/B,,0.3184,0.3128,0.0765,,16.9568,0.0029,16.8366,0.0069,17.1680,0.0084,0.1773,0.0868,-4.8305,0.0893,,,,,28834,435,5.51,0.05,-2.43,0.05,2021ApJS..256...28L,0.033,0.001,0.103,16.028,0.015,16.284,0.007,,,,,,,,,,,16.638,0.008,16.730,0.004,17.185,0.005,17.483,0.007,17.717,0.022,,,,,,,,,,,,,,,,,,,,,,,16.7891,0.0031,17.1861,0.0029,17.5214,0.0031,17.7704,0.0091,17.9368,0.0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCT0008-1245,Gaia EDR3 2418401530673886080,2.85485571937,-12.47900982420,88.35889366854,-72.60731746442,sdB,sdBHe0,,,,sdB,0.8387,0.8670,0.0741,4.1559,14.4659,0.0028,14.3487,0.0032,14.6682,0.0041,20.2027,0.0636,-12.0305,0.0459,,,,,,,,,,,,0.022,0.000,0.069,,,,,14.512,0.064,14.309,0.029,14.288,0.019,14.706,0.035,14.974,0.103,,,,,,,,,,,13.83490,0.00154,14.28630,0.00070,14.74940,0.00098,14.98600,0.00132,15.15530,0.00274,14.0420,0.0110,14.1260,0.0080,14.3580,0.0050,14.6770,0.0080,15.0470,0.0040,15.2720,0.0080,14.3170,0.0040,14.7090,0.0020,15.0100,0.0030,15.2200,0.0030,15.3420,0.0050,14.746,0.041,14.505,0.065,14.356,0.072,,,,,,,,,,,,,,,,,,,14.551,0.035,14.670,0.078,12.573,,9.086,
PG0009+191,Gaia EDR3 2797293512483062912,2.92351427596,19.34041113011,110.16522148102,-42.54396792770,sdB,DA:,sdB,,sdO/B,,0.8530,0.8772,0.0362,4.4415,14.7261,0.0028,14.6179,0.0030,14.9314,0.0040,-0.3833,0.0371,-0.7865,0.0371,,,-28,3,28950,196,5.53,0.03,-2.80,0.03,2021ApJS..256...28L,0.037,0.001,0.115,14.148,0.008,14.247,0.006,14.741,0.017,14.638,0.008,14.588,0.012,14.962,0.017,15.239,0.074,14.427,0.004,14.514,0.003,14.941,0.003,15.234,0.004,15.512,0.005,,,,,,,,,,,,,,,,,,,,,,,14.5794,0.0035,14.9385,0.0041,15.2686,0.0035,15.5222,0.0039,15.6721,0.0043,15.274,0.045,15.208,0.085,15.597,0.226,,,,,,,,,,,,,,,,,,,15.461,0.044,15.789,0.165,11.781,,8.616,
SDSSJ001143.03-104033.8,Gaia EDR3 2427865233412476544,2.92933781235,-10.67609239488,91.42862756782,-71.07681521726,sd ,sd,sdB,,sdO/B,sdB,1.0223,1.0463,0.0543,5.3457,15.2474,0.0028,15.1027,0.0038,15.5196,0.0053,6.6191,0.0594,-8.8424,0.0433,,,,,,,,,,,,0.035,0.001,0.107,14.760,0.900,14.220,0.600,,,,,,,,,,,14.705,0.003,15.014,0.003,15.490,0.003,15.813,0.004,16.134,0.008,14.41990,0.00203,15.05370,0.00101,15.52520,0.00159,15.83820,0.00194,16.06690,0.00476,14.7470,0.0170,14.8290,0.0290,15.1250,0.0080,15.4630,0.0130,15.9250,0.0090,16.2940,0.0150,15.0880,0.0020,15.4990,0.0020,15.8590,0.0050,16.1400,0.0060,16.3070,0.0070,15.950,0.072,15.601,0.151,16.524,,,,,,,,,,,,,,,,,,,,15.820,0.057,16.249,0.272,12.243,,8.757,
LAMOSTJ001144.75+464806.7,Gaia EDR3 392942881419391872,2.93643079863,46.80188976783,115.89961721968,-15.52717364110,He-sdOB,,,,sdO/B,,0.6952,0.7103,0.0396,3.6094,14.3522,0.0028,14.2333,0.0031,14.5565,0.0040,-3.4584,0.0298,0.8821,0.0284,,,,,45717,206,5.56,0.03,1.44,0.12,2021ApJS..256...28L,0.091,0.006,0.283,,,13.750,0.005,14.391,0.054,14.112,0.141,14.142,0.125,14.591,0.047,14.918,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2337,0.0045,14.5751,0.0014,14.8996,0.0022,15.1530,0.0021,15.3197,0.0045,14.917,0.034,14.988,0.065,15.156,0.110,,,,,,,,,,,,,,,,,,,15.140,0.034,15.246,0.072,13.106,,9.300,
LAMOSTJ001227.76+035431.7,Gaia EDR3 2740874650284753792,3.11566651372,3.90885462024,104.58083468570,-57.56759948075,sdB+MS,sdB2VIIpHe4,BHB,,,,0.1916,0.2285,0.0307,-0.1004,13.1052,0.0028,13.0530,0.0029,13.2020,0.0039,-1.8360,0.0359,8.1569,0.0284,,,128,10,20650,327,4.93,0.05,-2.75,0.04,2021ApJS..256...28L,0.023,0.001,0.070,,,,,13.122,0.028,13.066,0.060,13.009,0.046,13.281,0.032,13.636,0.420,14.279,0.004,13.593,0.003,13.479,0.002,16.084,0.015,13.900,0.004,,,,,,,,,,,,,,,,,,,,,,,13.0670,,13.3430,,13.5570,0.0040,13.7370,0.0020,13.8240,0.0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL166,Gaia EDR3 4990641054653089664,3.17927094003,-45.85435197273,322.71665404095,-69.75777023630,sdBV,sdOB,,sdO/B,,,0.4094,0.4325,0.0524,3.4383,15.2582,0.0028,15.1241,0.0038,15.4838,0.0045,1.5930,0.0457,-12.1245,0.0512,,,,,34400,,5.75,,-0.80,,2010A&A...513A...6O,0.010,0.000,0.031,13.791,0.006,14.133,0.005,15.287,0.042,15.073,0.038,15.116,0.019,15.563,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.426,0.093,15.348,0.073,14.964,0.115,,,,,,,,,,,,,15.5561,0.0052,15.3505,0.0079,15.3042,0.0139,15.409,0.049,15.598,0.157,12.485,,9.102,
NGC40,Gaia EDR3 537481007814722688,3.25423754052,72.52195370520,120.01616040481,9.86805938139,[WR],[WC8],,,,,0.5612,0.6180,0.0172,0.4111,11.4562,0.0028,11.5453,0.0034,11.2083,0.0044,-7.2600,0.0190,-1.8480,0.0200,,,,,,,,,,,,0.337,0.003,1.045,,,,,11.530,0.057,11.677,0.207,11.836,,10.954,,11.381,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1244,0.0325,11.9119,0.0672,12.6698,0.1018,17.0997,0.0070,11.7969,,10.890,0.026,10.796,0.033,10.384,0.016,,,,,,,,,,,,,,,,,,,9.385,0.023,8.752,0.022,3.036,0.022,-2.161,0.011
LAMOSTJ001306.41+491148.9,Gaia EDR3 393652139438978304,3.27677022614,49.19693553452,116.51668335580,-13.19676935481,He-sdOB,,,,sdO/B,,0.5633,0.5515,0.0713,5.8924,17.1846,0.0029,17.0770,0.0057,17.3900,0.0086,32.3270,0.0620,2.3700,0.0620,,,,,43628,206,6.32,0.04,1.30,0.05,2021ApJS..256...28L,0.100,0.004,0.308,16.499,0.035,16.531,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0586,0.0046,17.3923,0.0030,17.7105,0.0045,17.9480,0.0110,18.1070,0.0174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCT0011-3543,Gaia EDR3 2309051251000258048,3.42577391700,-35.45046306756,344.65038810309,-78.42554097986,sdB,sdB,,sdO/B,,sdB,0.2031,0.2318,0.0383,1.5749,14.7498,0.0028,14.6524,0.0029,14.9499,0.0042,-1.8420,0.0257,-11.1201,0.0332,,,,,,,,,,,,0.012,0.000,0.036,14.380,0.007,14.477,0.004,14.765,0.008,14.627,0.045,14.553,0.033,14.973,0.057,15.301,0.029,,,,,,,,,,,,,,,14.98520,0.00123,15.26070,0.00149,15.44780,0.00333,14.6420,0.0170,14.4640,0.0030,14.6200,0.0110,14.9270,0.0130,15.3080,0.0090,15.5910,0.0160,,,,,,,,,,,15.151,0.057,15.425,0.139,14.992,,,,,,,,,,,,,,,,,,,,15.488,0.047,15.610,0.132,12.937,,9.225,
PG0011+221,Gaia EDR3 2800515322070491008,3.58049164191,22.40485243441,111.76667993163,-39.66086392809,sdOB,sd,,sdO/B,sdO/B,,1.1444,1.1698,0.0326,3.7610,13.4204,0.0028,13.2899,0.0030,13.6579,0.0038,3.4115,0.0352,-4.7114,0.0362,,,11,16,39894,478,5.87,0.06,-2.82,0.28,2021ApJS..256...28L,0.061,0.004,0.189,,,13.142,0.004,13.438,0.039,13.241,0.035,13.246,0.039,13.642,0.028,14.386,0.552,13.921,0.005,,,15.539,0.014,14.772,0.006,14.781,0.007,,,,,,,,,,,,,,,,,,,,,,,13.1190,,13.6670,0.0070,14.0060,0.0008,14.2460,0.0030,14.4160,0.0050,14.013,0.026,14.194,0.041,14.151,0.075,,,,,,,,,,,,,,,,,,,14.271,0.029,14.279,0.066,12.313,,8.853,
PG0011+283,Gaia EDR3 2859984160805522176,3.59271102016,28.61540310159,113.16590236533,-33.55245757087,sdB,sd,sd+MS,sdO/B,,,2.6240,2.6612,0.0463,4.7507,12.6254,0.0028,12.5155,0.0029,12.8631,0.0039,4.3188,0.0483,-19.0616,0.0391,,,-2,2,24938,298,5.35,0.04,-3.77,0.15,2021ApJS..256...28L,0.032,0.001,0.100,,,13.859,0.006,12.649,0.034,12.442,0.031,12.458,0.057,12.840,0.042,13.178,0.058,12.343,0.002,12.690,0.005,12.844,0.002,13.164,0.002,13.465,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.161,0.021,13.281,0.028,13.339,0.041,,,,,,,,,,,,,,,,,,,13.388,0.026,13.447,0.035,12.239,0.339,8.567,
EC00120-5649,Gaia EDR3 4919541375760987392,3.63079302481,-56.53929935702,313.07376128702,-59.85616094653,sdB,sdB,,,,,0.5399,0.5441,0.0435,4.9941,16.3159,0.0029,16.1766,0.0042,16.6065,0.0076,-17.0675,0.0398,-12.8173,0.0441,,,,,,,,,,,,0.010,0.000,0.031,,,,,16.337,0.106,16.125,0.108,16.108,0.009,16.511,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.675,0.142,17.121,,16.741,,,,,,,,,,,,,,16.9831,0.0119,,,17.1950,0.0676,17.830,0.203,17.177,,12.785,,8.965,
SDSSJ001440.84+080351.8,Gaia EDR3 2751850937425970048,3.67023600818,8.06440015397,107.44183033064,-53.69822218417,sd ,sd+G/K,,,,,0.2208,0.2532,0.0624,,16.4206,0.0028,16.5715,0.0057,16.1257,0.0051,4.2382,0.0764,-2.2015,0.0562,,,-53,31,,,,,,,,0.185,0.009,0.574,,,,,16.510,0.017,16.927,0.159,,,,,,,16.794,0.008,16.579,0.005,16.475,0.005,16.458,0.006,16.435,0.008,,,,,,,,,,,,,,,,,,,,,,,16.5690,0.0080,16.4940,0.0060,16.4610,0.0050,16.4540,0.0090,16.4670,0.0030,15.685,0.070,15.363,0.099,15.213,0.153,15.916,0.007,15.710,0.009,,,15.395,0.021,,,,,,,,,,,15.365,0.044,15.366,0.105,12.200,,8.921,
SDSSJ001513.99+081110.3,Gaia EDR3 2751879833965936640,3.80836645692,8.18621570071,107.71486203683,-53.61245780708,sd ,sd+G/K,sd+MS,,,,0.3271,0.3600,0.0658,3.9779,16.1964,0.0029,16.2612,0.0050,16.0480,0.0058,11.5529,0.0728,-3.3525,0.0574,,,,,,,,,,,,0.168,0.009,0.521,,,,,16.279,0.087,16.445,0.056,16.277,0.036,16.298,0.078,16.185,0.319,16.253,0.006,16.176,0.004,16.278,0.005,16.328,0.005,16.379,0.008,,,,,,,,,,,,,,,,,,,,,,,16.2600,0.0030,16.2920,0.0030,16.3920,0.0060,16.4370,0.0030,16.4600,0.0080,15.733,0.065,15.444,0.105,15.561,0.185,15.866,0.007,15.690,0.007,15.445,0.013,15.328,0.017,,,,,,,,,,,15.195,0.039,15.142,0.086,12.047,,8.465,
MCT0013-2601,Gaia EDR3 2335322500798589184,3.89743725250,-25.75556497948,40.62067476440,-81.86088074316,sdB,sdBHe1,,sd+MS,sdO/B,,0.4186,0.4169,0.0817,4.6170,16.5167,0.0029,16.3647,0.0050,16.8442,0.0081,12.1931,0.0694,-34.5696,0.0632,,,,,,,,,,,,0.015,0.001,0.047,14.936,0.015,15.286,0.012,16.492,0.281,16.323,0.041,16.432,,16.571,,,,,,,,,,,,,,15.71500,0.00348,16.31950,0.00174,16.83130,0.00276,17.14560,0.00453,17.39720,0.01135,,,,,,,,,,,,,16.3560,0.0060,16.7900,0.0040,17.1530,0.0020,17.4370,0.0130,17.6040,0.0090,,,,,,,,,,,,,,,,,17.1240,0.0122,17.2274,0.0209,,,17.5772,0.1383,17.332,0.196,16.459,,12.524,0.411,8.790,
MCT0013-3645,Gaia EDR3 2308739470734290432,4.09380768657,-36.47334538839,339.25838525152,-78.06119492836,sdO,sdO6He1,,sdO/B,,sdO,0.6710,0.6898,0.0504,4.2838,15.0903,0.0029,14.9097,0.0034,15.4434,0.0048,15.5566,0.0355,4.2919,0.0576,,,,,,,,,,,,0.011,0.000,0.033,13.309,0.004,13.905,0.002,15.125,0.045,14.844,0.044,14.870,0.037,15.362,0.063,15.690,0.123,,,,,,,,,,,,,,,15.43250,0.00130,15.75770,0.00201,16.03150,0.00431,14.3840,0.0310,14.4950,0.0020,14.9590,0.0170,15.3410,0.0060,15.8070,0.0260,16.1660,0.0160,,,,,,,,,,,15.913,0.078,16.274,0.244,16.275,,,,,,,,,,,,,,15.8991,0.0057,,,16.1006,0.0306,16.331,0.078,16.332,0.239,12.844,,9.046,
LAMOSTJ001631.08+315740.5,Gaia EDR3 2863196315306344832,4.12951294700,31.96125217049,114.35218819891,-30.32807880745,sdB,,sd+MS,sd+MS,sd+MS,,0.6322,0.6659,0.0404,4.4901,15.3730,0.0029,15.4149,0.0033,15.2646,0.0044,3.4900,0.0470,1.5680,0.0380,,,,,28118,325,5.22,0.04,-1.89,0.03,2021ApJS..256...28L,0.056,0.002,0.175,14.864,0.012,15.266,0.008,15.429,0.041,15.527,0.037,15.421,0.033,15.555,0.114,15.479,0.255,15.432,0.004,15.356,0.003,15.552,0.004,15.642,0.004,15.723,0.006,,,,,,,,,,,,,,,,,,,,,,,15.3953,0.0025,15.5202,0.0041,15.6465,0.0068,15.7266,0.0054,15.7522,0.0052,15.084,0.045,14.797,0.057,14.648,0.102,,,,,,,,,,,,,,,,,,,14.666,0.031,14.665,0.058,12.369,,9.107,
FBS0013+434,Gaia EDR3 385493350841270528,4.18261922301,43.76251914954,116.32819152790,-18.66375148289,sd,sdB,,sdO/B,sdF,,0.0929,0.1222,0.0312,,15.5335,0.0028,15.5556,0.0034,15.5064,0.0043,-2.1030,0.0306,-2.3701,0.0225,,,38,4,,,,,,,,0.067,0.001,0.208,,,17.191,0.041,15.559,0.067,15.506,0.099,15.460,0.052,15.655,0.075,15.993,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4760,0.0020,15.6610,0.0020,15.8510,0.0020,15.9850,0.0050,16.0030,0.0060,15.476,0.051,15.447,0.090,15.569,0.166,,,,,,,,,,,,,,,,,,,15.657,0.052,15.577,0.119,13.051,,9.376,0.532
PB5835,Gaia EDR3 2541718902258404736,4.21425400615,-1.22487129553,103.73710169282,-62.80074319565,PG1159,PG1159,sdO,,sdO/B,sdO,0.2732,0.2638,0.0786,,16.7548,0.0029,16.5922,0.0047,17.0687,0.0133,5.2440,0.0920,-14.7850,0.0660,,,,,120000,2300,5.50,0.49,,,2006A&A...454..617H,0.046,0.001,0.142,14.843,0.018,15.477,0.014,,,,,,,,,,,16.082,0.005,16.514,0.003,17.024,0.004,17.375,0.006,17.684,0.021,,,,,,,,,,,16.2240,0.0270,16.3970,0.0200,16.6450,0.0090,16.9750,0.0270,17.5140,0.0260,17.7480,0.0410,16.5870,0.0053,17.0331,0.0044,17.4249,0.0022,17.6979,0.0058,17.8961,0.0113,,,,,,,17.437,0.019,17.558,0.033,17.751,0.069,18.112,0.180,,,,,17.5281,0.0225,17.7691,0.0552,17.7818,0.1146,,,,,,,,
LAMOSTJ001651.95+520847.4,Gaia EDR3 395157267782903808,4.21650233587,52.14651704732,117.55276859516,-10.36378259645,sdB,,,,sdO/B,,0.4024,0.4047,0.0552,4.8159,16.7804,0.0028,16.7160,0.0038,16.9184,0.0057,5.0311,0.0465,0.3877,0.0522,,,,,31383,234,5.70,0.06,-2.51,0.11,2021ApJS..256...28L,0.167,0.005,0.517,,,16.683,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6756,0.0058,16.9710,0.0020,17.2502,0.0067,17.4766,0.0097,17.5655,0.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG0014+068,Gaia EDR3 2748460627681818240,4.22601983274,7.07499973997,107.95867195325,-54.78966629096,sdBV,sdO,sdB,sdO/B,sdO/B,,0.5369,0.5522,0.0674,4.7635,16.0532,0.0028,15.9418,0.0045,16.2400,0.0053,-8.3993,0.0746,-2.7734,0.0603,-26,5,,,34100, ,5.77, ,-1.68, ,2010A&A...513A...6O,0.033,0.002,0.104,15.106,0.023,15.101,0.011,16.148,0.047,15.976,0.045,15.910,0.049,16.208,0.139,16.095,,15.594,0.005,15.837,0.004,16.289,0.005,16.565,0.005,16.771,0.010,,,,,,,,,,,,,,,,,,,,,,,15.9050,0.0070,16.3050,0.0060,16.5840,0.0030,16.7690,0.0030,16.8690,0.0050,16.279,0.101,16.126,0.204,16.170,,16.363,0.009,16.259,0.013,16.031,0.020,15.956,0.029,,,,,,,,,,,16.122,0.088,16.024,0.255,12.483,,8.991,
LAMOSTJ001655.34+511349.7,Gaia EDR3 394991241522199040,4.23054761622,51.23048630256,117.43466265056,-11.27247992265,sdB,,,,sdO/B,,0.4682,0.4742,0.0465,4.7078,16.3279,0.0038,16.2507,0.0086,16.4463,0.0140,-6.6176,0.0412,-0.6526,0.0410,,,,,33816,268,5.63,0.05,-2.92,0.04,2021ApJS..256...28L,0.132,0.005,0.410,,,16.068,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1800,0.0170,16.4920,0.0173,16.8737,0.0062,16.9536,0.0125,17.1758,0.0191,16.427,0.115,16.578,,17.238,,,,,,,,,,,,,,,,,,,,,,,,,,,
